Column1,name,image_url,url,review count,rating,snippet,neighborhood,latitude,longitude,category,type,keywords,Column22,Column32
59,Chengdu Gourmet,http://s3-media3.fl.yelpcdn.com/bphoto/RiBLh9-asJvAJlS5Ii98fg/ms.jpg,http://www.yelp.com/biz/chengdu-gourmet-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,43,3.5,I've gotten delivery from here twice.  Both times the estimated delivery was 70-80 minutes (grubhub) but the food arrived in approximately 30 minutes....,Squirrel Hill,40.4295421,-79.92237256,Chinese,Food,delivery;times;delivery;minutes;food;minutes,Chinese,Food
60,Children's Museum of Pittsburgh,http://s3-media2.fl.yelpcdn.com/bphoto/qPcTAZ_bRZXrPF8hIZhYfg/ms.jpg,http://www.yelp.com/biz/childrens-museum-of-pittsburgh-pittsburgh-3?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,40,5,"How much do we love this museum? At least once a year we make the 3.5 hour drive and stay in a hotel just to visit it!

My boys (7 & 8) love it and have...",North Side,40.45270294,-80.00665784,Arts,Arts,much;museum;least;year;hour;drive;hotel;boys,Arts,Arts
61,Chinatown Inn,http://s3-media4.fl.yelpcdn.com/bphoto/baL6WxZNdEPqIBZW_rL_fw/ms.jpg,http://www.yelp.com/biz/chinatown-inn-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,82,4,Best Chinese I have got to have in Pittsburgh till date. Loved their pork friend rice and Kung pao chicken . Very friendly staff. Can't wait to go again!,Downtown,40.4371064,-79.99732929,Chinese,Food,best;chinese;date;pork;friend;rice;chicken;friendly;staff,Chinese,Food
62,Chipotle Mexican Grill,http://s3-media1.fl.yelpcdn.com/bphoto/xA6uaAQ8EDfy3VDNSqL4aA/ms.jpg,http://www.yelp.com/biz/chipotle-mexican-grill-pittsburgh-12?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,34,3.5,Call me insane but I have never been to chipotle before until yesterday. Actually I will save you the time and I'll just call myself insane for waiting that...,Downtown,40.44065795,-80.00199326,Mexican,Food,insane;yesterday;time;insane,Mexican,Food
63,Clothes Minded,http://s3-media3.fl.yelpcdn.com/bphoto/fxf_cLVoNUSLtI3aB35cfQ/ms.jpg,http://www.yelp.com/biz/clothes-minded-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,22,4.5,I freaking love this palace. You can find designer jeans for $19 and rather funky styles that are usually up my alley... especially during the summer...,Bloomfield,40.461206,-79.948711,Shopping,Shopping,palace;designer;jeans;funky;styles;alley;summer,Shopping,Shopping
64,CMU,http://s3-media2.fl.yelpcdn.com/bphoto/IO0ARMOJi1bAGo6oAAFf3g/ms.jpg,http://www.yelp.com/biz/cmu-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,1,5,"Carnegie Mellon University is a world class institution for research and education.  It is famous for engineering but also for programs in the sciences,...",Squirrel Hill,40.44324834,-79.94229555,Donuts,Food,world;class;institution;research;education;famous;engineering;programs;sciences,Donuts,Food
65,Colangelo's Bakery,http://s3-media3.fl.yelpcdn.com/bphoto/tS9ckLIGPFVRcQZWCLsfnw/ms.jpg,http://www.yelp.com/biz/colangelos-bakery-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,25,4.5,"Having my breakfast today cooked by one of the owners (thanks Denise!) by far made it taste like home-cooked love in each dish.  

Get the beans & greens,...",Strip District,40.4515419,-79.9827576,Bakeries,Food,breakfast;today;owners;thanks;home;love;dish;beans;greens,Bakeries,Food
66,Commonplace Voluto,http://s3-media2.fl.yelpcdn.com/bphoto/PEie75HODuq57SvjsOaWcQ/ms.jpg,http://www.yelp.com/biz/commonplace-voluto-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,72,4.5,Commonplace Poluto. What is this? Some kind of slam directed at Commonplace coffee saying that they are polluting the environment? Or are they just fan of...,Garfield,40.4647789,-79.93341827,Coffee,Food,kind;slam;coffee;environment;fan,Coffee,Food
67,Conflict Kitchen,http://s3-media4.fl.yelpcdn.com/bphoto/Ek37_PUqbK97Bq7rjTdpFg/ms.jpg,http://www.yelp.com/biz/conflict-kitchen-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,107,4.5,"Such an awesome concept! I visited Carnegie Mellon for the weekend and was told that this place was a must try. At the time I went, Iranian good was being...",Oakland,40.4411427,-79.9535582,Ethnic Markets,Food,awesome;concept;weekend;place;time;iranian;good,Ethnic Markets,Food
68,Conicella Pizza,http://s3-media3.fl.yelpcdn.com/bphoto/8njLtOiRKy4paSDEEpfBWg/ms.jpg,http://www.yelp.com/biz/conicella-pizza-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,24,4.5,"I loved this place when I lived in Pittsburgh. Fast delivery and cash-only means the price is right. 

Pizza was always a cheesy, greasy pile of delicious....",Greenfield,40.42525,-79.94288,Pizza,Food,place;fast;delivery;cash;price;right;cheesy;greasy;pile,Pizza,Food
69,Constellation Coffee,http://s3-media4.fl.yelpcdn.com/bphoto/qxGvga4pAVKrGfRTVjI0hQ/ms.jpg,http://www.yelp.com/biz/constellation-coffee-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,46,4.5,"Beautiful atmosphere that makes you want to read or talk or think. Even better coffee. There's a back room with a big table, a few two-seater tables in the...",Lawrenceville,40.46566478,-79.95574388,Coffee,Food,beautiful;atmosphere;better;coffee;back;room;big;table;few;seater;tables,Coffee,Food
70,Coriander India Grill,http://s3-media4.fl.yelpcdn.com/bphoto/z7CKaEU9STrVNEWdeyelIw/ms.jpg,http://www.yelp.com/biz/coriander-india-grill-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,89,3.5,I never write reviews but this place deserves one. I've tried various items on their VAST menu and everything is delicious. And I've tried a lot of Indian...,Squirrel Hill,40.4326795,-79.92303662,Indpak,Food,reviews;place;various;items;menu;delicious;lot,Indpak,Food
71,Cure,http://s3-media1.fl.yelpcdn.com/bphoto/4qaFMLP27PgSIik7h0yC3Q/ms.jpg,http://www.yelp.com/biz/cure-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,277,4,I have to say that I had very high expectations going to Cure - especially since we went for the New Year's Eve prix fix dinner (with drink pairings). I...,Lawrenceville,40.4826889,-79.9511566,Newamerican,Food,high;expectations;prix;fix;dinner;pairings,Newamerican,Food
73,Decade,http://s3-media3.fl.yelpcdn.com/bphoto/2YboQJgkE5hU7ehlJMDXrA/ms.jpg,http://www.yelp.com/biz/decade-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,10,4.5,I was finally able to make it here recently after all these years of living in this city.  Why did I wait so long?  I just wish that Pittsburgh had more...,South Side,40.4289589,-79.9838028,Shopping,Shopping,able;years;city;more,Shopping,Shopping
74,Delanie's Coffee,http://s3-media1.fl.yelpcdn.com/bphoto/shB4mAhZ0SUmhxGMkTM0Wg/ms.jpg,http://www.yelp.com/biz/delanies-coffee-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,77,4.5,"Great coffee, pastry, juice.

Good for people watching. 

Good for meetings. 

Fresh ingredients.",South Side,40.42898941,-79.98074341,Coffee,Food,great;coffee;pastry;juice;good;people;good;meetings;fresh;ingredients,Coffee,Food
75,Diesel Club Lounge,http://s3-media2.fl.yelpcdn.com/bphoto/7-91b15g9TJ9vc7nh7xY3g/ms.jpg,http://www.yelp.com/biz/diesel-club-lounge-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,44,3.5,"So, I have to say the best club I've been to in a long time is Diesel back home. Nice mix of music, fair dress code and solid bartenders.
I'm from...",South Side,40.4290009,-79.9825363,Nightlife,Nightlife,best;club;long;time;diesel;nice;mix;music;fair;dress;code;solid;bartenders,Nightlife,Nightlife
76,Dish Osteria and Bar,http://s3-media3.fl.yelpcdn.com/bphoto/F1GsreW4HbQmGUlDVJgcpQ/ms.jpg,http://www.yelp.com/biz/dish-osteria-and-bar-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,146,4.5,"Fantastic food! Delicious cocktails! Great atmosphere. Great vibes.

I still fantasize about the seafood alfredo.",South Side,40.427505,-79.982368,Italian,Food,fantastic;food;cocktails;great;atmosphere;great;vibes;seafood;alfredo,Italian,Food
77,Doce Taqueria,http://s3-media3.fl.yelpcdn.com/bphoto/A9Q89uQ7ygtI9SvM74p2SQ/ms.jpg,http://www.yelp.com/biz/doce-taqueria-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,56,4.5,I stopped here after visiting Dave's Music Mine a couple doors away and they highly recommended it. Man was this place good. It reminds me of the kind of...,South Side,40.42859,-79.9855199,Restaurants,Food,couple;doors;place;good;kind,Restaurants,Food
80,E2,http://s3-media4.fl.yelpcdn.com/bphoto/zmm5b5W6xgm1etSF51dwsg/ms.jpg,http://www.yelp.com/biz/e2-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,179,4,"I can't say enough about E2. I love the atmosphere, it's cozy and romantic but not crammed. It's minimalist cozy. It's very warm and inviting. 

My...",Highland Park,40.475437,-79.919706,Italian,Food,enough;atmosphere;cozy;romantic;minimalist;cozy;warm;inviting,Italian,Food
81,East End Book Exchange,http://s3-media4.fl.yelpcdn.com/bphoto/AFvdn08566XtnnpHOsdokw/ms.jpg,http://www.yelp.com/biz/east-end-book-exchange-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,9,5,"Great book store all around. Good variety of books, lots of interesting titles I wouldn't have thought to look for and that can't be found at box stores,...",Bloomfield,40.4611065,-79.9482096,Shopping,Shopping,great;book;store;good;variety;books;lots;interesting;titles;box;stores,Shopping,Shopping
82,El Burro,http://s3-media2.fl.yelpcdn.com/bphoto/xnFEdhVzf3UYH78UanbmzQ/ms.jpg,http://www.yelp.com/biz/el-burro-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,97,4,"I'm from Southern California and my boyfriend lived in San Diego for a couple decades, so it's safe to say we have some pretty strong opinions on Mexican...",North Side,40.45588,-80.006529,Mexican,Food,boyfriend;couple;decades;safe;strong;opinions,Mexican,Food
83,El Milagro,http://s3-media3.fl.yelpcdn.com/bphoto/iyyZHICXll8LHpiVdbn3vA/ms.jpg,http://www.yelp.com/biz/el-milagro-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,27,4.5,A gem of a place in Pittsburgh for Mexican food. This was our first visit and the place did not disappoint us. We are sure to visit here again to try the...,Beechview,40.411087,-80.025049,Mexican,Food,gem;place;mexican;food;first;visit;place;sure,Mexican,Food
84,Eleven,http://s3-media3.fl.yelpcdn.com/bphoto/Ml7Va2VDXJ8LamIUKj4APg/ms.jpg,http://www.yelp.com/biz/eleven-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,425,4,"This is one of my favorite restaurants. It feels like an experience, not just a meal here. They make their own break and have a person delivering it around,...",Strip District,40.44596918,-79.99353983,Restaurants,Food,favorite;restaurants;experience;meal;own;break;person,Restaurants,Food
85,Eliza's Oven,http://s3-media3.fl.yelpcdn.com/bphoto/OQrxXWxkF4agRjMr3Nfufg/ms.jpg,http://www.yelp.com/biz/elizas-oven-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,13,4.5,So I pretty much stop here every time that I get a chance.  The barleywine pretzel and beer cheese is not to be missed.  For real people!,Strip District,40.454311,-79.980494,Bakeries,Food,much;time;chance;barleywine;pretzel;beer;cheese;real;people,Bakeries,Food
86,Eons Fashion Antique,http://s3-media2.fl.yelpcdn.com/bphoto/fzwO48SFfYFTDqVkh7UYmQ/ms.jpg,http://www.yelp.com/biz/eons-fashion-antique-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,25,4.5,"You simply have to visit this shop, they have the best quality vintage clothing and really excellent customer service.  The store feels cramped, but then...",Shadyside,40.45674515,-79.92945099,Shopping,Shopping,shop;best;quality;vintage;clothing;excellent;customer;service;store,Shopping,Shopping
87,Escape Room Pittsburgh,http://s3-media1.fl.yelpcdn.com/bphoto/Ksl6N_k6hUBEl38hGHEkWQ/ms.jpg,http://www.yelp.com/biz/escape-room-pittsburgh-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,19,4.5,Awesome!!!  Had the best time there. Hubby and I went by ourselves and were paired up with 4 great teammates for the prison escape. Tough but so much fun....,Greenfield,40.426331,-79.939987,Active,Active,best;time;hubby;great;teammates;prison;escape;tough;much;fun,Active,Active
88,Espresso A Mano,http://s3-media2.fl.yelpcdn.com/bphoto/BUt0IAHRCtzjdTY0ri5PaQ/ms.jpg,http://www.yelp.com/biz/espresso-a-mano-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,214,4.5,"Espresso a Mano is within walking distance of my house, and it is a serious problem. I come here way too often and I just can't help myself. This coffee...",Lawrenceville,40.4660797,-79.9650879,Coffee,Food,distance;house;serious;problem;coffee,Coffee,Food
90,Everyday Noodles,http://s3-media1.fl.yelpcdn.com/bphoto/gZV6y6-I6FJ5oZ6XzlUsaA/ms.jpg,http://www.yelp.com/biz/everyday-noodles-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,323,4,"I thoroughly enjoyed my time at everyday noodles. This was my last meal while staying in Pittsburgh and I'm glad we fit this in our schedule. 

You write...",Squirrel Hill,40.4381401,-79.9201014,Chinese,Food,time;everyday;noodles;last;meal;glad;schedule,Chinese,Food
91,Everyday's A Sundae,http://s3-media2.fl.yelpcdn.com/bphoto/FoPg5TMPGucWbmu-ZKe4kg/ms.jpg,http://www.yelp.com/biz/everydays-a-sundae-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,23,4,"I went here for lunch today after learning they have an all-day breakfast menu. My coworker told me about this place.  I got a bacon, egg, and cheese bagel....",Shadyside,40.46010505,-79.92423268,Sandwiches,Food,lunch;today;day;breakfast;menu;coworker;place;bacon;egg;cheese;bagel,Sandwiches,Food
92,Family Restaurant,http://s3-media4.fl.yelpcdn.com/bphoto/PIzS2eHbfDowT_bHzHMvww/ms.jpg,http://www.yelp.com/biz/family-restaurant-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,24,5,"Excellent culinary skills and wonderful proprietors nestled here in Carrick.
Mix of Mediterranean and pizza shop offerings. Many delicious vegan options but...",Carrick,40.38506575,-79.97837931,Newamerican,Food,excellent;culinary;skills;wonderful;proprietors;pizza;shop;offerings;many;delicious;vegan;options,Newamerican,Food
93,Feng Japanese Steak Hibachi & Sushi House,http://s3-media1.fl.yelpcdn.com/bphoto/QjIBKHFTtUMODmXM3rAMXw/ms.jpg,http://www.yelp.com/biz/feng-japanese-steak-hibachi-and-sushi-house-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,48,4,What a hidden gem! I have walked past this place probably a hundred times without going inside and boy was I missing out. I went with some friends and...,Bloomfield,40.4639582,-79.9528867,Sushi,Food,hidden;gem;place;times;friends,Sushi,Food
94,Fiori's Pizzaria,http://s3-media3.fl.yelpcdn.com/bphoto/sbv-iasUS0z10goNatALyw/ms.jpg,http://www.yelp.com/biz/fioris-pizzaria-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,154,4.5,"Looking for good pizza in the 'burgh? Well, you just found the best.

Fiori's is one pizza shop that we go out of our way for. Their pies are always fresh...",Beechview,40.405245,-80.018538,Pizza,Food,good;pizza;burgh;best;pizza;shop;way;pies;fresh,Pizza,Food
95,Five Points Artisan Bakeshop,http://s3-media4.fl.yelpcdn.com/bphoto/fmnxcCQFqVr5WIt2JyqS-Q/ms.jpg,http://www.yelp.com/biz/five-points-artisan-bakeshop-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,32,5,Disclaimer: I'm writing on behalf of all my family (immediate and extended) and friends who have had the pleasure of bread from this bakery. It's just too...,Squirrel Hill,40.4443398,-79.916832,Bakeries,Food,disclaimer;behalf;family;immediate;extended;friends;pleasure;bread;bakery,Bakeries,Food
96,Food Glorious Food,http://s3-media1.fl.yelpcdn.com/bphoto/pbJBaI2zAyvN2CM9fZar7Q/ms.jpg,http://www.yelp.com/biz/food-glorious-food-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,35,4.5,"I walk by this place every Wednesday, and until today I had never poked my head inside. I was super hungry, it's raining, and the store smells SO GOOD, so I...",Highland Park,40.4754295,-79.9196091,Bakeries,Food,place;today;head;hungry;raining;store;good,Bakeries,Food
97,Forbes Field Outfield Wall,http://s3-media3.fl.yelpcdn.com/bphoto/nd277t5qoFaXkbPXx6XxHA/ms.jpg,http://www.yelp.com/biz/forbes-field-outfield-wall-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,9,5,"A slice of Pittsburgh history, and well worth the visit.  

But besides the visit, you should also consider attending the ceremony that is held here each...",Oakland,40.4431448,-79.9535839,Active,Active,slice;history;worth;visit;visit;ceremony,Active,Active
98,Fredos Deli,http://s3-media3.fl.yelpcdn.com/bphoto/4Je4ruvYvZZaqroi3_vSIw/ms.jpg,http://www.yelp.com/biz/fredos-deli-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,19,4.5,"In a nutshell: great deli serving up variety of foods. Fresh ingredients, great service. 

I wish I'd come here sooner. It's a small family-owned business...",Dormont,40.3961983,-80.0354385,Sandwiches,Food,nutshell;great;deli;variety;foods;fresh;ingredients;great;service;small;family;business,Sandwiches,Food
99,Frick Park,http://s3-media2.fl.yelpcdn.com/bphoto/yHjSDO56i6zoOWUGy_ypGg/ms.jpg,http://www.yelp.com/biz/frick-park-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,49,4.5,"I love living next to Frick Park.  This park is absolutely massive and so lovely.  

Overall, I feel like there are typically fewer people here than...",Squirrel Hill,40.43287,-79.903958,Active,Active,park;massive;lovely;fewer;people,Active,Active
100,Gaby Et Jules,http://s3-media4.fl.yelpcdn.com/bphoto/deMd0lrYc5yApm3qOLUlnQ/ms.jpg,http://www.yelp.com/biz/gaby-et-jules-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,131,4,"In the past year, I have developed a bit of a love affair with macarons. Being home for Christmas, I knew I needed to see what Pittsburgh had to offer. I...",Squirrel Hill,40.438345,-79.921365,French,Food,past;year;bit;love;affair;macarons,French,Food
101,Gaucho Parrilla Argentina,http://s3-media2.fl.yelpcdn.com/bphoto/rPqruUBqbywdD3J14qir0g/ms.jpg,http://www.yelp.com/biz/gaucho-parrilla-argentina-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,682,4.5,"I've been wanting to try Gaucho for a long time.  I've heard so many good things, and it completely exceeded my expectations!  The menu is extensive, there...",Strip District,40.449077,-79.987519,Restaurants,Food,long;time;many;good;things;expectations;menu;extensive,Restaurants,Food
102,Ginza,http://s3-media2.fl.yelpcdn.com/bphoto/JoDpt4-3jyLvxs7CH3H0dg/ms.jpg,http://www.yelp.com/biz/ginza-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,76,4,"I hesitate to tell people that this gem exists, but in fear of them closing because of lack of food culture, I feel so obligated to share the...",Bloomfield,40.4612999,-79.94889832,Sushi,Food,people;gem;fear;lack;food;culture;obligated,Sushi,Food
103,Glitter & Grit,http://s3-media3.fl.yelpcdn.com/bphoto/A4k7AcaIC1IX8voP7848OQ/ms.jpg,http://www.yelp.com/biz/glitter-and-grit-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,18,5,"Excellent customer service, small but unique selection of dresses. Very happy with the appointment when I was there.",Lawrenceville,40.4821656,-79.9522779,Shopping,Shopping,excellent;customer;service;small;unique;selection;dresses;happy;appointment,Shopping,Shopping
104,Gluuteny Bakery,http://s3-media2.fl.yelpcdn.com/bphoto/6iMmmt2yQi7BJTlWLnAQIg/ms.jpg,http://www.yelp.com/biz/gluuteny-bakery-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,55,4,"Fantastic. A true miracle I can have baked goods. 
Always friendly staff and delicious items that change slightly with the seasons. 
Brought a cupcake for...",Squirrel Hill,40.43518448,-79.92259979,Bakeries,Food,fantastic;true;miracle;goods;friendly;staff;delicious;items;seasons;cupcake,Bakeries,Food
105,Golden Triangle Bike Rental,http://s3-media2.fl.yelpcdn.com/bphoto/QRdAnRJoiSHXzBvCNcJNcg/ms.jpg,http://www.yelp.com/biz/golden-triangle-bike-rental-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,23,4.5,"This is a Great place to rent bicycle 
But the tours are even better than the rates on the bicycles!
I am from a suburb in Pittsburgh and have never done...",Downtown,40.4357452,-79.9971085,Active,Active,great;place;bicycle;tours;better;rates;bicycles;suburb,Active,Active
106,Gooski's,http://s3-media4.fl.yelpcdn.com/bphoto/aXgvwfDDdoWn3tbozX_OOA/ms.jpg,http://www.yelp.com/biz/gooskis-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,69,4.5,"I love Gooski's. I always felt like I would since several people I know and trust have suggested it to me, but one thing or another kept getting in the way...",Polish Hill,40.4569199,-79.96648,Nightlife,Nightlife,several;people;thing;way,Nightlife,Nightlife
107,Gosia's Pierogies,http://s3-media2.fl.yelpcdn.com/bphoto/O0SevULp48_B7q9EpwfD2A/ms.jpg,http://www.yelp.com/biz/gosias-pierogies-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,4,3.5,"I was lucky enough to taste Gosia's Pierogis at the Pierogi Festival at Stage AE this past weekend.  

What a price difference from some of the other...",Strip District,40.4503288,-79.9867935,Ethnic Markets,Food,lucky;past;weekend;price;difference;other,Ethnic Markets,Food
108,Gourmet Market,,http://www.yelp.com/biz/gourmet-market-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,1,4,"Tiny, wittle, small store with some russian goodies. They don't have premade Oliv'e but they do have your basics such as pelmeni, vareniki, jams, candy,...",Squirrel Hill,40.4280199,-79.92485,Ethnic Markets,Food,tiny;wittle;small;store;russian;goodies;premade;oliv'e;basics;such;pelmeni;jams;candy,Ethnic Markets,Food
109,Grandview Bakery,http://s3-media3.fl.yelpcdn.com/bphoto/Zc8txcA9UjnKvT8UHF2MQg/ms.jpg,http://www.yelp.com/biz/grandview-bakery-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,45,4.5,"It's not a blessing that I live minutes from this place but it's also not their fault. Lol 

They have everything from donuts, cakes, cookies, pies, bread...",Mt. Washington,40.429882,-80.007103,Bakeries,Food,blessing;minutes;place;fault;donuts;cakes;cookies;pies;bread,Bakeries,Food
110,Great Harvest Bread Co,http://s3-media2.fl.yelpcdn.com/bphoto/_Q04k3brsYS6XGyVqwUCsA/ms.jpg,http://www.yelp.com/biz/great-harvest-bread-co-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,18,4.5,"Phenomenal quality. The breads are excellent and everything on the sandwiches was so fresh, so crisp, and so flavorful.  We had the roast beef and the...",East Liberty,40.45917635,-79.91826796,Sandwiches,Food,phenomenal;quality;breads;excellent;sandwiches;fresh;crisp;flavorful;roast;beef,Sandwiches,Food
111,Grit & Grace,http://s3-media3.fl.yelpcdn.com/bphoto/IhqHLJUs4-zQiofHugsIMw/ms.jpg,http://www.yelp.com/biz/grit-and-grace-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,212,4,"This review probably isn't indicative of a 'full' experience here, since I stopped in on Christmas Eve and only tried a single dish. Overall the service was...",Downtown,40.442035,-80.002556,Chinese,Food,review;indicative;full;experience;single;dish;service,Chinese,Food
112,Groceria Merante,http://s3-media2.fl.yelpcdn.com/bphoto/W_U7659dT7NniSXl-ms0Dw/ms.jpg,http://www.yelp.com/biz/groceria-merante-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,18,5,"This place is the perfect Italian grocery store. Great local bread and deli meats, wide selection of in season fruit and vegetables that are cheap and a ton...",Oakland,40.4365709,-79.95538761,Ethnic Markets,Food,place;perfect;italian;grocery;store;great;local;bread;deli;meats;wide;selection;season;fruit;vegetables;cheap;ton,Ethnic Markets,Food
114,Hog's Head Bar & Grill,http://s3-media2.fl.yelpcdn.com/bphoto/3raAnHoA13gL27KOCl8D2A/ms.jpg,http://www.yelp.com/biz/hogs-head-bar-and-grill-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,30,4.5,"Awesome place!!! Very family friendly. Visited Pittsburgh for 2 weeks, ate here 4 times!! Every time we asked the kids (6 kids aged 7 through 16) where they...",West View,40.48244095,-79.99600983,Nightlife,Nightlife,awesome;place;family;friendly;weeks;times;time;kids;kids,Nightlife,Nightlife
115,Hollywood Theater,http://s3-media4.fl.yelpcdn.com/bphoto/vy4zeQp-7XpYroypmzFpiw/ms.jpg,http://www.yelp.com/biz/hollywood-theater-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,28,4.5,There's a reason I haven't been inside a movie theater in years.  And cost is just one of them.  Those who know me won't be surprised to read what finally...,Dormont,40.39613,-80.03534,Arts,Arts,reason;movie;theater;years;cost;surprised,Arts,Arts
